Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Alcoholic Hepatitis,arm_pain,fatigue,cloudy_urine,frequent_respiratory_infections,scarring,breast_lump,abdominal_pain,difficulty_speaking,breathlessness,blisters,visible_veins,swelling,headache,chest_pain,runny_nose,leg_pain,heartburn
Alcoholic Hepatitis,blisters,muscle_pain,jaundice,constipation,bloating,swollen_lymph_nodes,swelling,abdominal_pain,shortness_of_breath,confusion,palpitations,dry_skin,,,,,
Alcoholic Hepatitis,jaundice,abdominal_pain,swelling,fatigue,,,,,,,,,,,,,
Alcoholic Hepatitis,nausea,coughing_blood,abdominal_pain,chest_tightness,swelling,weakness,jaundice,seizures,creaking_joints,runny_nose,palpitations,changes_in_bowel_habits,blisters,neck_pain,arm_pain,sneezing,weight_gain
Alcoholic Hepatitis,jaundice,fatigue,swelling,nausea,abdominal_pain,,,,,,,,,,,,
Alcoholic Hepatitis,swelling,abdominal_pain,fatigue,swelling_in_legs,constipation,,,,,,,,,,,,
Alcoholic Hepatitis,abdominal_pain,night_sweats,swelling_in_legs,swelling,chest_tightness,phonophobia,bloating,nausea,nodal_eruptions,heart_palpitations,cold_intolerance,fatigue,seizures,jaundice,cough,crusting,
Alcoholic Hepatitis,jaundice,phonophobia,cloudy_urine,bleeding,blood_in_semen,sweating,indigestion,breathlessness,confusion,itchy_eyes,visual_aura,high_blood_pressure,constipation,chest_pain,nausea,swelling,abdominal_pain
Alcoholic Hepatitis,swelling,itching,scaling,cough,jaundice,scarring,blood_in_stool,fatigue,nasal_congestion,black_stools,burning_urination,abdominal_pain,hoarseness,frequent_respiratory_infections,dehydration,blurred_vision,shortness_of_breath
Alcoholic Hepatitis,hoarseness,nausea,fatigue,abdominal_pain,jaundice,,,,,,,,,,,,
Alcoholic Hepatitis,palpitations,seizures,constipation,abdominal_pain,tremors,nausea,swelling,jaundice,night_sweats,indigestion,frequent_respiratory_infections,joint_pain,,,,,
Alcoholic Hepatitis,chronic_cough,heartburn,persistent_cough,fever,vomiting_blood,blackheads,chest_pain,urinary_difficulty,blisters,fatigue,vertigo,jaundice,loss_of_appetite,,,,
Alcoholic Hepatitis,abdominal_pain,nausea,changes_in_bowel_habits,jaundice,swelling,,,,,,,,,,,,
Alcoholic Hepatitis,pelvic_pain,muscle_pain,dehydration,sweating,swelling,indigestion,persistent_cough,coughing_blood,nausea,jaundice,dysphagia,bone_pain,,,,,
Alcoholic Hepatitis,nausea,fatigue,jaundice,abdominal_pain,swelling,frequent_urination,,,,,,,,,,,
Alcoholic Hepatitis,fatigue,indigestion,blood_in_semen,nausea,dysphagia,persistent_cough,iron_deficiency_anemia,abdominal_pain,jaundice,disorientation,swelling,neck_pain,,,,,
Alcoholic Hepatitis,swelling,nail_pitting,abdominal_pain,mood_swings,leg_pain,numbness,dark_urine,cramps,nausea,crusting,swelling_in_legs,anal_pain,changes_in_bowel_habits,fatigue,disorientation,pimples,
Alcoholic Hepatitis,polydipsia,vertigo,abdominal_pain,jaundice,vesicles,urinary_difficulty,swelling,,,,,,,,,,
Alcoholic Hepatitis,seizures,jaundice,blisters,swelling_in_legs,visible_veins,swelling,nausea,headache,fatigue,,,,,,,,
Alcoholic Hepatitis,fatigue,vomiting_blood,abdominal_pain,jaundice,,,,,,,,,,,,,
Alcoholic Hepatitis,swelling,fatigue,jaundice,,,,,,,,,,,,,,
Alcoholic Hepatitis,dehydration,confusion,swelling_in_legs,nausea,vomiting,abdominal_pain,yellow_skin,heart_palpitations,jaundice,pimples,muscle_pain,swelling,breast_pain,chest_pain,,,
Alcoholic Hepatitis,jaundice,urinary_difficulty,abdominal_pain,nausea,swelling,swollen_lymph_nodes,,,,,,,,,,,
Alcoholic Hepatitis,diarrhea,dizziness,swelling,leg_pain,vertigo,jaundice,cough,breast_lump,palpitations,nausea,chills,skin_rash,runny_nose,fever,early_satiety,,
Alcoholic Hepatitis,swelling,abdominal_pain,jaundice,nausea,,,,,,,,,,,,,
Alcoholic Hepatitis,abdominal_cramps,weight_gain,dizziness,swollen_lymph_nodes,swelling,abdominal_pain,scarring,bloating_after_meals,visible_veins,changes_in_urination,burning_urination,heart_palpitations,cough,jaundice,headache,dysphagia,chest_tightness
Alcoholic Hepatitis,polyuria,oiliness,nasal_congestion,runny_nose,swelling_in_legs,bloating,diarrhea,memory_loss,chronic_cough,dysphagia,jaundice,abdominal_pain,swelling,,,,
Alcoholic Hepatitis,changes_in_bowel_habits,pimples,swelling,visual_aura,hoarseness,shortness_of_breath,iron_deficiency_anemia,breast_pain,nausea,leg_pain,abdominal_pain,jaundice,numbness,muscle_pain,vesicles,persistent_cough,
Alcoholic Hepatitis,abdominal_pain,fatigue,jaundice,dischromic_patches,nausea,,,,,,,,,,,,
Alcoholic Hepatitis,vomiting,nausea,jaundice,fatigue,,,,,,,,,,,,,
Alcoholic Hepatitis,nausea,sweating,abdominal_pain,confusion,polyuria,jaundice,fatigue,,,,,,,,,,
Alcoholic Hepatitis,heart_palpitations,visible_veins,changes_in_urination,abdominal_pain,black_stools,anal_pain,nausea,bloating_after_meals,leg_pain,fatigue,swelling,jaundice,bloating,stiffness,,,
Alcoholic Hepatitis,sweating,palpitations,nausea,erectile_dysfunction,fatigue,abdominal_pain,sneezing,jaundice,reduced_mobility,,,,,,,,
Alcoholic Hepatitis,abdominal_pain,acid_reflux,diarrhea,swelling,jaundice,fatigue,oiliness,,,,,,,,,,
Alcoholic Hepatitis,fatigue,swelling,nausea,blood_in_semen,,,,,,,,,,,,,
Alcoholic Hepatitis,crusting,swollen_lymph_nodes,burning_urination,confusion,abdominal_pain,nausea,dischromic_patches,coughing_blood,night_sweats,jaundice,nodal_eruptions,swelling,bone_pain,,,,
Alcoholic Hepatitis,nausea,fatigue,jaundice,,,,,,,,,,,,,,
Alcoholic Hepatitis,fatigue,nausea,jaundice,abdominal_pain,iron_deficiency_anemia,dehydration,,,,,,,,,,,
Alcoholic Hepatitis,jaundice,numbness,balance_loss,palpitations,swelling,reduced_mobility,muscle_pain,blood_in_semen,tremors,difficulty_speaking,fatigue,breast_pain,itching,breast_lump,stiffness,abdominal_pain,visual_aura
Alcoholic Hepatitis,chills,indigestion,jaundice,vomiting,heartburn,blood_in_stool,high_blood_pressure,nipple_discharge,early_satiety,difficulty_speaking,leg_pain,cramps,breast_pain,weakness,dysphagia,abdominal_pain,nasal_congestion
Alcoholic Hepatitis,nausea,abdominal_pain,jaundice,,,,,,,,,,,,,,
Alcoholic Hepatitis,creaking_joints,jaundice,abdominal_pain,muscle_pain,fatigue,swelling,blood_in_stool,dysphagia,,,,,,,,,
Alcoholic Hepatitis,fatigue,numbness,breathlessness,wheezing,phonophobia,swelling,palpitations,confusion,sweating,skin_dimpling,jaundice,abdominal_pain,polyuria,shortness_of_breath,weight_loss,coughing_blood,dizziness
Alcoholic Hepatitis,abdominal_pain,swelling,fatigue,constipation,jaundice,,,,,,,,,,,,
Alcoholic Hepatitis,jaundice,swelling,fatigue,visible_veins,oiliness,abdominal_pain,,,,,,,,,,,
Alcoholic Hepatitis,iron_deficiency_anemia,cough,sore_throat,blood_in_stool,jaundice,sweating,mood_swings,confusion,swelling,fatigue,swelling_in_legs,,,,,,
Alcoholic Hepatitis,vesicles,fatigue,swelling,abdominal_pain,erectile_dysfunction,nail_pitting,jaundice,,,,,,,,,,
Alcoholic Hepatitis,dehydration,swelling,nausea,photophobia,vesicles,breast_lump,urinary_difficulty,jaundice,abdominal_pain,fatigue,,,,,,,
Alcoholic Hepatitis,swelling,jaundice,abdominal_pain,,,,,,,,,,,,,,
Alcoholic Hepatitis,abdominal_pain,fatigue,nausea,swelling,,,,,,,,,,,,,
Alcoholic Hepatitis,nausea,dehydration,swollen_lymph_nodes,coughing_blood,sore_throat,jaundice,seizures,frequent_urination,high_blood_pressure,reduced_mobility,abdominal_pain,itching,,,,,
Alcoholic Hepatitis,polydipsia,tremors,sweating,fatigue,swelling,blisters,jaundice,indigestion,leg_pain,abdominal_pain,chills,blood_in_stool,nausea,heart_palpitations,,,
Alcoholic Hepatitis,jaundice,dehydration,arm_pain,nausea,early_satiety,abdominal_pain,blood_in_stool,blackheads,indigestion,itchy_eyes,bleeding,high_blood_pressure,changes_in_urination,pelvic_pain,,,
Alcoholic Hepatitis,swelling,fatigue,abdominal_cramps,abdominal_pain,balance_loss,nausea,,,,,,,,,,,
Alcoholic Hepatitis,bloating_after_meals,swelling,creaking_joints,heart_palpitations,fatigue,abdominal_pain,nail_pitting,weight_loss,jaundice,runny_nose,muscle_pain,cramps,crusting,,,,
Alcoholic Hepatitis,polydipsia,urinary_difficulty,abdominal_pain,swelling,fatigue,,,,,,,,,,,,
Tuberculosis,sore_throat,chronic_cough,nipple_discharge,early_satiety,fever,cough,diarrhea,anal_pain,chest_pain,,,,,,,,
Tuberculosis,phonophobia,wheezing,runny_nose,chest_pain,abdominal_pain,nodal_eruptions,fever,burning_urination,cough,changes_in_bowel_habits,balance_loss,weight_loss,nail_pitting,loss_of_appetite,confusion,sweating,
Tuberculosis,nasal_congestion,weight_loss,indigestion,cough,night_sweats,abdominal_pain,fever,constipation,frequent_respiratory_infections,memory_loss,scarring,palpitations,vomiting_blood,,,,
Tuberculosis,fever,chest_pain,dysphagia,cough,weight_loss,,,,,,,,,,,,
Tuberculosis,bone_pain,chest_pain,disorientation,acid_reflux,arm_pain,fever,dehydration,swollen_lymph_nodes,crusting,dry_skin,cough,weight_loss,polyuria,dark_urine,,,
Tuberculosis,mood_swings,cough,frequent_urination,night_sweats,fever,weight_loss,pimples,crusting,chest_pain,,,,,,,,
Tuberculosis,fever,chest_pain,night_sweats,cough,,,,,,,,,,,,,
Tuberculosis,cold_intolerance,weight_loss,cough,chest_tightness,urinary_difficulty,weakness,scarring,chest_pain,polydipsia,skin_dimpling,stiffness,polyuria,visual_aura,night_sweats,,,
Tuberculosis,weight_loss,nasal_congestion,difficulty_speaking,acid_reflux,persistent_cough,hoarseness,shortness_of_breath,cough,abdominal_cramps,weight_gain,night_sweats,nipple_inversion,hunger,,,,
Tuberculosis,fever,bone_pain,persistent_cough,chest_tightness,weight_loss,urinary_difficulty,hives,swollen_lymph_nodes,abdominal_cramps,dysphagia,cold_intolerance,itchy_eyes,fatigue,heart_palpitations,chills,frequent_urination,
Tuberculosis,night_sweats,chest_pain,cough,weight_loss,,,,,,,,,,,,,
Tuberculosis,chest_pain,nasal_congestion,high_blood_pressure,cough,acid_reflux,night_sweats,,,,,,,,,,,
Tuberculosis,changes_in_bowel_habits,chest_pain,visual_aura,swelling_in_legs,cough,polydipsia,vomiting,weight_loss,dry_skin,dark_urine,fatigue,erectile_dysfunction,sweating,blisters,pelvic_pain,night_sweats,nodal_eruptions
Tuberculosis,dizziness,hunger,bleeding,chronic_cough,cough,burning_urination,pelvic_pain,weight_gain,nodal_eruptions,vertigo,night_sweats,cold_intolerance,bloating,iron_deficiency_anemia,fever,weight_loss,
Tuberculosis,cough,blurred_vision,tremors,bloating,night_sweats,chronic_cough,coughing_blood,swelling_in_legs,blood_in_stool,pimples,bleeding,diarrhea,vesicles,oiliness,nipple_inversion,weight_loss,early_satiety
Tuberculosis,chest_pain,arm_pain,chest_tightness,swelling,night_sweats,cough,swelling_in_legs,dry_skin,fever,,,,,,,,
Tuberculosis,difficulty_speaking,weight_loss,visible_veins,night_sweats,cough,crusting,cramps,fever,heart_palpitations,weight_gain,burning_urination,,,,,,
Tuberculosis,arm_pain,heart_palpitations,bleeding,cough,weight_loss,frequent_urination,,,,,,,,,,,
Tuberculosis,weight_loss,pimples,urinary_difficulty,difficulty_speaking,scarring,night_sweats,skin_dimpling,vertigo,heartburn,constipation,fever,chest_pain,cough,jaundice,chest_tightness,heart_palpitations,frequent_respiratory_infections
Tuberculosis,changes_in_bowel_habits,night_sweats,cough,early_satiety,weight_loss,weight_gain,numbness,dizziness,fever,blurred_vision,itching,,,,,,
Tuberculosis,neck_pain,weight_loss,night_sweats,cough,,,,,,,,,,,,,
Tuberculosis,fever,weight_loss,difficulty_speaking,swelling_in_legs,night_sweats,,,,,,,,,,,,
Tuberculosis,weight_loss,persistent_cough,chest_pain,fever,cough,blurred_vision,,,,,,,,,,,
Tuberculosis,constipation,blackheads,bloating,oiliness,night_sweats,weight_loss,cold_intolerance,numbness,fatigue,black_stools,hunger,dysphagia,itching,muscle_pain,cough,chest_pain,
Tuberculosis,cough,night_sweats,fever,,,,,,,,,,,,,,
Tuberculosis,nasal_congestion,vesicles,persistent_cough,polydipsia,constipation,leg_pain,skin_dimpling,night_sweats,nodal_eruptions,fever,skin_rash,bone_pain,difficulty_speaking,,,,
Tuberculosis,constipation,numbness,hunger,blood_in_semen,vomiting_blood,fever,blackheads,night_sweats,chest_pain,,,,,,,,
Tuberculosis,weight_loss,chest_pain,night_sweats,,,,,,,,,,,,,,
Tuberculosis,leg_pain,cough,fever,oiliness,runny_nose,night_sweats,skin_dimpling,,,,,,,,,,
Tuberculosis,vomiting,vomiting_blood,erectile_dysfunction,skin_dimpling,shortness_of_breath,weight_loss,chest_pain,loss_of_appetite,itching,balance_loss,high_blood_pressure,swollen_lymph_nodes,nipple_inversion,fever,night_sweats,bleeding,cough
Tuberculosis,night_sweats,scaling,fever,weight_loss,heart_palpitations,cough,sore_throat,polydipsia,memory_loss,balance_loss,visible_veins,breathlessness,,,,,
Tuberculosis,swollen_lymph_nodes,night_sweats,vesicles,burning_urination,visible_veins,swelling,skin_rash,chronic_cough,fever,weight_loss,numbness,bloating_after_meals,itching,erectile_dysfunction,blood_in_semen,chest_pain,
Tuberculosis,acid_reflux,weight_loss,pelvic_pain,cough,night_sweats,fever,breast_lump,,,,,,,,,,
Tuberculosis,night_sweats,pelvic_pain,seizures,heart_palpitations,breast_pain,muscle_pain,cold_intolerance,chronic_cough,fever,reduced_mobility,nail_pitting,frequent_urination,cough,dry_skin,weight_loss,swollen_lymph_nodes,
Tuberculosis,chest_pain,cough,weight_loss,diarrhea,headache,night_sweats,breast_pain,,,,,,,,,,
Tuberculosis,cough,fever,chest_pain,,,,,,,,,,,,,,
Tuberculosis,difficulty_speaking,chest_pain,night_sweats,shortness_of_breath,dry_skin,anal_pain,memory_loss,blurred_vision,leg_pain,black_stools,fever,cough,weight_loss,,,,
Tuberculosis,blackheads,weight_loss,blood_in_stool,arm_pain,scaling,abdominal_pain,phonophobia,jaundice,disorientation,breathlessness,frequent_urination,chest_pain,cough,skin_dimpling,,,
Tuberculosis,leg_pain,night_sweats,disorientation,fever,oiliness,cold_intolerance,swelling,cough,chest_pain,weight_loss,bloating_after_meals,runny_nose,burning_urination,,,,
Tuberculosis,skin_dimpling,night_sweats,yellow_skin,weakness,chronic_cough,weight_loss,muscle_pain,,,,,,,,,,
Tuberculosis,fever,chest_pain,vomiting,night_sweats,cough,dehydration,seizures,loss_of_appetite,,,,,,,,,
Tuberculosis,blood_in_semen,fever,cough,chest_pain,vomiting_blood,weight_loss,,,,,,,,,,,
Tuberculosis,weight_loss,cough,night_sweats,burning_urination,urinary_difficulty,nausea,disorientation,,,,,,,,,,
Tuberculosis,chest_pain,pelvic_pain,weight_loss,confusion,polyuria,cough,night_sweats,breathlessness,fever,,,,,,,,
Tuberculosis,fever,bloating_after_meals,cough,pelvic_pain,frequent_urination,breast_lump,chest_pain,weight_loss,nasal_congestion,night_sweats,weakness,blood_in_semen,,,,,
Tuberculosis,fever,weight_loss,persistent_cough,cough,stiffness,vomiting_blood,bleeding,iron_deficiency_anemia,chest_tightness,shortness_of_breath,heart_palpitations,indigestion,dysphagia,cloudy_urine,night_sweats,chest_pain,blurred_vision
Tuberculosis,weakness,fatigue,chest_pain,cough,tremors,weight_loss,swelling_in_legs,night_sweats,oiliness,blood_in_stool,cloudy_urine,heart_palpitations,jaundice,polyuria,neck_pain,breast_pain,
Tuberculosis,cough,phonophobia,early_satiety,loss_of_appetite,night_sweats,vesicles,pimples,chest_pain,bloating,erectile_dysfunction,bleeding,anal_pain,blurred_vision,neck_pain,,,
Tuberculosis,chest_pain,breathlessness,skin_dimpling,scaling,cough,fever,weight_loss,,,,,,,,,,
Tuberculosis,frequent_respiratory_infections,dysphagia,early_satiety,cough,breast_pain,chronic_cough,swelling,arm_pain,fever,chest_pain,blurred_vision,nodal_eruptions,crusting,nail_pitting,night_sweats,itching,
Tuberculosis,cough,swelling,oiliness,fever,,,,,,,,,,,,,
Tuberculosis,vomiting_blood,hunger,frequent_respiratory_infections,cough,scaling,chest_pain,nipple_inversion,bloating,night_sweats,visual_aura,polyuria,weight_loss,cold_intolerance,fever,blackheads,,
Tuberculosis,nausea,cough,fever,chest_pain,erectile_dysfunction,hoarseness,night_sweats,scarring,polyuria,blisters,weight_loss,visual_aura,,,,,
Tuberculosis,memory_loss,nipple_discharge,chronic_cough,blood_in_stool,frequent_respiratory_infections,cough,indigestion,dehydration,weight_loss,tremors,headache,fever,changes_in_bowel_habits,vesicles,leg_pain,cold_intolerance,
Tuberculosis,cold_intolerance,night_sweats,dischromic_patches,weight_loss,cough,chest_pain,,,,,,,,,,,
Tuberculosis,vesicles,chest_pain,weight_loss,cough,sore_throat,difficulty_speaking,runny_nose,night_sweats,frequent_respiratory_infections,anal_pain,nipple_inversion,wheezing,weakness,,,,
Tuberculosis,early_satiety,cough,night_sweats,weight_loss,dizziness,crusting,chest_pain,vertigo,dysphagia,fever,,,,,,,
Tuberculosis,heart_palpitations,weight_loss,crusting,fever,sore_throat,seizures,photophobia,dischromic_patches,swelling_in_legs,weakness,vomiting,polyuria,cough,early_satiety,yellow_skin,,
Tuberculosis,chest_pain,heartburn,cough,nasal_congestion,jaundice,weight_loss,fever,iron_deficiency_anemia,,,,,,,,,
Tuberculosis,weight_loss,neck_pain,changes_in_urination,night_sweats,itchy_eyes,nasal_congestion,fever,crusting,cough,dysphagia,,,,,,,
Tuberculosis,fever,cough,dizziness,itchy_eyes,chest_pain,weight_loss,night_sweats,,,,,,,,,,
Tuberculosis,cough,night_sweats,yellow_skin,weight_loss,sore_throat,stiffness,changes_in_urination,indigestion,,,,,,,,,
Tuberculosis,heartburn,cough,urinary_difficulty,weight_gain,chest_pain,blood_in_stool,nipple_inversion,mood_swings,runny_nose,,,,,,,,
Tuberculosis,weight_loss,fever,heart_palpitations,dischromic_patches,wheezing,changes_in_bowel_habits,cough,phonophobia,blood_in_stool,loss_of_appetite,sneezing,blood_in_semen,night_sweats,chest_pain,leg_pain,,
Tuberculosis,bloating_after_meals,fever,seizures,chest_pain,vesicles,night_sweats,skin_rash,swelling,frequent_respiratory_infections,cough,,,,,,,
Tuberculosis,scarring,vomiting_blood,weight_loss,scaling,sweating,fatigue,hoarseness,weight_gain,joint_pain,night_sweats,wheezing,vomiting,chest_tightness,acid_reflux,creaking_joints,dysphagia,chest_pain
Tuberculosis,night_sweats,cough,chest_pain,,,,,,,,,,,,,,
Tuberculosis,night_sweats,fever,chest_pain,cough,changes_in_urination,blurred_vision,shortness_of_breath,fatigue,dehydration,urinary_difficulty,weight_loss,,,,,,
Tuberculosis,cough,fever,weight_loss,,,,,,,,,,,,,,
Tuberculosis,polydipsia,hunger,cough,indigestion,frequent_urination,creaking_joints,early_satiety,weakness,hives,blood_in_semen,fever,sore_throat,bloating,skin_dimpling,muscle_pain,chest_pain,night_sweats
Tuberculosis,night_sweats,weight_loss,abdominal_cramps,cough,bloating_after_meals,,,,,,,,,,,,
Tuberculosis,erectile_dysfunction,chest_pain,night_sweats,,,,,,,,,,,,,,
Tuberculosis,fever,night_sweats,blood_in_semen,cough,stiffness,nodal_eruptions,hunger,cloudy_urine,early_satiety,scarring,muscle_pain,blackheads,chest_pain,,,,
Tuberculosis,visual_aura,early_satiety,abdominal_cramps,jaundice,cough,hives,pimples,weight_loss,chest_pain,night_sweats,blackheads,,,,,,
Tuberculosis,chest_pain,sore_throat,pimples,dischromic_patches,fever,cough,vomiting,polydipsia,indigestion,weight_loss,,,,,,,
Tuberculosis,wheezing,dry_skin,dehydration,skin_rash,weakness,chest_pain,pimples,cough,scaling,swelling_in_legs,weight_loss,black_stools,,,,,
Tuberculosis,swollen_lymph_nodes,high_blood_pressure,cramps,chest_pain,skin_rash,weight_loss,photophobia,vesicles,cold_intolerance,sneezing,night_sweats,fever,bone_pain,visible_veins,arm_pain,dark_urine,breathlessness
Tuberculosis,chest_pain,weight_loss,cough,breast_pain,night_sweats,,,,,,,,,,,,
Tuberculosis,nail_pitting,fever,weight_loss,persistent_cough,chest_pain,dry_skin,frequent_urination,cough,coughing_blood,night_sweats,nipple_discharge,blood_in_semen,,,,,
Tuberculosis,weight_loss,fever,chest_pain,,,,,,,,,,,,,,
Tuberculosis,cough,fever,skin_rash,heart_palpitations,abdominal_pain,polydipsia,night_sweats,shortness_of_breath,early_satiety,oiliness,chest_pain,,,,,,
Tuberculosis,dizziness,night_sweats,fever,cough,weight_loss,chest_pain,,,,,,,,,,,
Tuberculosis,oiliness,weight_loss,dysphagia,numbness,persistent_cough,difficulty_speaking,cough,blackheads,swollen_lymph_nodes,jaundice,shortness_of_breath,dizziness,fever,sore_throat,crusting,wheezing,blurred_vision
Tuberculosis,cough,chest_pain,night_sweats,weight_loss,nail_pitting,fever,,,,,,,,,,,
Tuberculosis,polydipsia,polyuria,tremors,breathlessness,bloating_after_meals,breast_lump,nipple_inversion,abdominal_cramps,photophobia,burning_urination,breast_pain,anal_pain,cough,fever,sneezing,,
Tuberculosis,weight_loss,fever,joint_pain,night_sweats,vomiting,cough,chills,chest_pain,,,,,,,,,
Tuberculosis,cough,chest_pain,fever,weight_loss,,,,,,,,,,,,,
Tuberculosis,weight_loss,chest_pain,fever,,,,,,,,,,,,,,
Tuberculosis,tremors,frequent_urination,cough,fever,weight_loss,night_sweats,sneezing,visual_aura,,,,,,,,,
Tuberculosis,weight_loss,photophobia,chest_pain,swelling_in_legs,,,,,,,,,,,,,
Tuberculosis,dry_skin,chest_pain,cough,tremors,high_blood_pressure,headache,weight_loss,fever,pelvic_pain,night_sweats,,,,,,,
Tuberculosis,night_sweats,sneezing,chest_pain,swelling,high_blood_pressure,fever,vesicles,cough,,,,,,,,,
Tuberculosis,shortness_of_breath,chest_tightness,urinary_difficulty,changes_in_urination,pimples,sneezing,changes_in_bowel_habits,fever,chest_pain,blood_in_semen,balance_loss,itchy_eyes,persistent_cough,cough,,,
Tuberculosis,chest_pain,cough,fever,night_sweats,,,,,,,,,,,,,
Tuberculosis,night_sweats,cough,weight_loss,chest_pain,blood_in_semen,,,,,,,,,,,,
Tuberculosis,cough,weight_loss,chest_pain,night_sweats,,,,,,,,,,,,,
Tuberculosis,pimples,night_sweats,crusting,shortness_of_breath,chest_pain,weight_loss,cough,dehydration,fever,blisters,dry_skin,fatigue,,,,,
Tuberculosis,sneezing,black_stools,blood_in_stool,weight_loss,cough,weakness,frequent_urination,heartburn,anal_pain,vomiting_blood,vomiting,oiliness,chest_pain,night_sweats,,,
Tuberculosis,cold_intolerance,cough,night_sweats,chest_pain,fever,weight_loss,,,,,,,,,,,
Tuberculosis,cough,chest_pain,dysphagia,seizures,black_stools,breast_lump,weight_loss,weight_gain,fever,joint_pain,runny_nose,swollen_lymph_nodes,yellow_skin,sweating,acid_reflux,cloudy_urine,bloating_after_meals
Tuberculosis,neck_pain,diarrhea,cold_intolerance,swelling_in_legs,bone_pain,hives,frequent_urination,bleeding,cough,changes_in_urination,creaking_joints,blood_in_stool,hunger,nail_pitting,,,
Tuberculosis,night_sweats,chest_pain,weight_loss,cough,changes_in_bowel_habits,polyuria,,,,,,,,,,,
Tuberculosis,sneezing,frequent_urination,blurred_vision,confusion,oiliness,fever,cough,weight_loss,iron_deficiency_anemia,dehydration,chest_pain,,,,,,
Tuberculosis,pelvic_pain,constipation,fever,weight_loss,hunger,bone_pain,,,,,,,,,,,
Tuberculosis,chest_tightness,chest_pain,balance_loss,blackheads,night_sweats,weight_loss,cough,fever,,,,,,,,,
Tuberculosis,cough,weight_loss,chest_pain,tremors,bloating,constipation,night_sweats,fatigue,visible_veins,confusion,dehydration,fever,palpitations,headache,anal_pain,reduced_mobility,
Tuberculosis,fever,cough,night_sweats,vomiting,hives,weight_loss,hoarseness,,,,,,,,,,
Tuberculosis,fever,night_sweats,weight_loss,cough,,,,,,,,,,,,,
Tuberculosis,night_sweats,blackheads,yellow_skin,weight_loss,memory_loss,vomiting_blood,urinary_difficulty,cough,bloating,balance_loss,scaling,chills,chest_pain,skin_rash,,,
Tuberculosis,night_sweats,weight_loss,blood_in_semen,confusion,chest_pain,cough,jaundice,reduced_mobility,fever,constipation,blood_in_stool,bone_pain,nipple_inversion,black_stools,polyuria,,
Tuberculosis,night_sweats,photophobia,fever,weight_loss,nipple_discharge,leg_pain,seizures,chronic_cough,joint_pain,dischromic_patches,chest_pain,anal_pain,,,,,
Tuberculosis,weight_loss,photophobia,weakness,cough,palpitations,night_sweats,chest_pain,early_satiety,phonophobia,seizures,fever,breast_pain,crusting,,,,
Tuberculosis,early_satiety,fever,frequent_urination,itching,blurred_vision,weight_loss,cough,,,,,,,,,,
Tuberculosis,breast_lump,crusting,weight_loss,photophobia,fever,chest_pain,loss_of_appetite,,,,,,,,,,
Tuberculosis,changes_in_urination,creaking_joints,fever,chest_pain,burning_urination,weight_loss,changes_in_bowel_habits,cough,night_sweats,bone_pain,heart_palpitations,palpitations,bloating,,,,
Tuberculosis,oiliness,skin_dimpling,nodal_eruptions,wheezing,fatigue,cough,pelvic_pain,sweating,weight_loss,cold_intolerance,chest_pain,fever,,,,,
Tuberculosis,cough,breathlessness,fever,night_sweats,weight_loss,erectile_dysfunction,bloating_after_meals,confusion,swelling,chest_pain,early_satiety,bleeding,headache,fatigue,visible_veins,,
Tuberculosis,erectile_dysfunction,phonophobia,acid_reflux,blood_in_stool,swelling,fever,night_sweats,yellow_skin,vomiting,disorientation,chest_pain,swollen_lymph_nodes,weight_loss,cough,,,
Tuberculosis,nail_pitting,phonophobia,cough,pimples,weight_loss,tremors,chronic_cough,blood_in_semen,vomiting_blood,breast_pain,chest_pain,runny_nose,abdominal_pain,urinary_difficulty,fever,,
Tuberculosis,chest_pain,night_sweats,fever,cough,,,,,,,,,,,,,
Tuberculosis,jaundice,diarrhea,scarring,weight_loss,night_sweats,blood_in_stool,leg_pain,abdominal_pain,cough,chest_pain,,,,,,,
Tuberculosis,cold_intolerance,night_sweats,cough,fever,weight_loss,vesicles,bone_pain,,,,,,,,,,
Tuberculosis,blurred_vision,fever,visual_aura,bleeding,crusting,cough,jaundice,skin_dimpling,chest_pain,chronic_cough,black_stools,weight_loss,,,,,
Tuberculosis,skin_rash,blurred_vision,sneezing,weight_loss,difficulty_speaking,muscle_pain,cough,nasal_congestion,scaling,constipation,heartburn,fever,cloudy_urine,night_sweats,,,
Tuberculosis,night_sweats,hoarseness,difficulty_speaking,persistent_cough,joint_pain,abdominal_pain,hives,erectile_dysfunction,iron_deficiency_anemia,dizziness,cough,pelvic_pain,chest_pain,yellow_skin,weight_loss,fever,
Tuberculosis,fever,cough,night_sweats,,,,,,,,,,,,,,
Tuberculosis,weight_loss,night_sweats,numbness,anal_pain,cough,chest_pain,scarring,dischromic_patches,chest_tightness,fever,,,,,,,
Tuberculosis,fever,night_sweats,bloating_after_meals,dizziness,fatigue,cough,changes_in_bowel_habits,vomiting,crusting,weight_loss,scaling,stiffness,,,,,
Tuberculosis,sore_throat,fever,bleeding,seizures,pelvic_pain,chest_pain,nipple_inversion,chest_tightness,runny_nose,cough,night_sweats,weight_loss,,,,,
